time,job_id,num_gpu,submit_time,start_time,end_time,executed_time,JCT,duration,pending_time,preempt,preemption_overhead,promote
1194112,168,2,961201,961201,1194112,232911,232911,232861,0,0,0,0
1197859,12,1,25,25,1197859,1197834,1197834,1197774,0,0,0,0
1241979,54,4,510211,510211,1241979,731768,731768,731668,0,0,0,0
1249657,135,2,961086,961086,1249657,288571,288571,288511,0,0,0,0
1270283,17,1,44477,44477,1270283,1225806,1225806,1225706,0,0,0,0
1321697,56,4,632320,632320,1321697,689377,689377,689277,0,0,0,0
1354781,35,1,225016,225016,1354781,1129765,1129765,1129705,0,0,0,0
1370515,116,2,961019,961019,1370515,409496,409496,409436,0,0,0,0
1413666,140,2,961102,961102,1413666,452564,452564,452474,0,0,0,0
1419884,49,4,343982,343982,1419884,1075902,1075902,1075842,0,0,0,0
1448591,171,2,961211,961211,1448591,487380,487380,487330,0,0,0,0
1470673,157,2,961164,961164,1470673,509509,509509,509379,0,0,0,0
1479072,92,4,810997,810997,1479072,668075,668075,668015,0,0,0,0
1491082,165,2,961191,961191,1491082,529891,529891,529821,0,0,0,0
1513789,144,2,961118,961118,1513789,552671,552671,552591,0,0,0,0
1574744,205,2,961332,961332,1574744,613412,613412,613342,0,0,0,0
1632052,130,2,961069,961069,1632052,670983,670983,670823,0,0,0,0
1635856,118,2,961026,961026,1635856,674830,674830,674670,0,0,0,0
1657847,169,2,961204,961204,1657847,696643,696643,696533,0,0,0,0
1763040,112,2,961004,961004,1763040,802036,802036,801886,0,0,0,0
1786197,247,2,1743130,1743130,1786197,43067,43067,43017,0,0,0,0
1796756,128,2,961062,961062,1796756,835694,835694,835654,0,0,0,0
1799538,193,2,961287,961287,1799538,838251,838251,838071,0,0,0,0
1807637,154,2,961153,961153,1807637,846484,846484,846364,0,0,0,0
1809442,233,2,1743072,1743072,1809442,66370,66370,66210,0,0,0,0
1816333,251,2,1743145,1743145,1816333,73188,73188,73108,0,0,0,0
1820520,238,2,1743092,1743092,1820520,77428,77428,77328,0,0,0,0
1820715,232,2,1743067,1743067,1820715,77648,77648,77588,0,0,0,0
1820791,259,2,1743194,1743194,1820791,77597,77597,77457,0,0,0,0
1854171,291,1,1837969,1837969,1854171,16202,16202,16092,0,0,0,0
1855551,301,1,1838064,1838064,1855551,17487,17487,17387,0,0,0,0
1855966,283,1,1837887,1837887,1855966,18079,18079,18039,0,0,0,0
1860784,382,1,1838943,1838943,1860784,21841,21841,21701,0,0,0,0
1861007,384,1,1838962,1838962,1861007,22045,22045,21965,0,0,0,0
1864095,305,1,1838105,1838105,1864095,25990,25990,25910,0,0,0,0
1867303,296,1,1838014,1838014,1867303,29289,29289,29189,0,0,0,0
1869014,304,1,1838090,1838090,1869014,30924,30924,30814,0,0,0,0
1870567,347,1,1838569,1838569,1870567,31998,31998,31928,0,0,0,0
1871422,286,1,1837922,1837922,1871422,33500,33500,33380,0,0,0,0
1872328,275,2,1829695,1829695,1872328,42633,42633,42593,0,0,0,0
1874012,314,1,1838201,1838201,1874012,35811,35811,35651,0,0,0,0
1874318,315,1,1838219,1838219,1874318,36099,36099,36029,0,0,0,0
1875133,363,1,1838723,1838723,1875133,36410,36410,36300,0,0,0,0
1875783,289,1,1837949,1837949,1875783,37834,37834,37684,0,0,0,0
1876156,321,1,1838276,1838276,1876156,37880,37880,37730,0,0,0,0
1876324,310,1,1838151,1838151,1876324,38173,38173,38043,0,0,0,0
1876324,353,1,1838628,1838628,1876324,37696,37696,37566,0,0,0,0
1878390,328,1,1838357,1838357,1878390,40033,40033,39983,0,0,0,0
1879208,341,1,1838500,1838500,1879208,40708,40708,40548,0,0,0,0
1883297,60,2,719728,719728,1883297,1163569,1163569,1163489,0,0,0,0
1883806,252,2,1743149,1743149,1883806,140657,140657,140567,0,0,0,0
1890681,256,2,1743175,1743175,1890681,147506,147506,147416,0,0,0,0
1892665,356,1,1838662,1838662,1892665,54003,54003,53933,0,0,0,0
1894386,394,1,1892950,1892950,1894386,1436,1436,1256,0,0,0,0
1901912,395,1,1893036,1893036,1901912,8876,8876,8796,0,0,0,0
1905216,385,1,1838970,1838970,1905216,66246,66246,66136,0,0,0,0
1905465,354,1,1838637,1838637,1905465,66828,66828,66738,0,0,0,0
1909286,343,1,1838535,1838535,1909286,70751,70751,70601,0,0,0,0
1911229,313,1,1838185,1838185,1911229,73044,73044,72944,0,0,0,0
1916163,19,1,44488,44488,1916163,1871675,1871675,1871555,0,0,0,0
1916385,307,1,1838123,1838123,1916385,78262,78262,78212,0,0,0,0
1919026,372,1,1838835,1838835,1919026,80191,80191,80051,0,0,0,0
1919258,223,4,1730216,1743190,1919258,176068,189042,175928,12974,0,0,0
1919376,407,2,1900833,1911229,1919376,8147,18543,8007,10396,0,0,0
1925922,290,1,1837957,1837957,1925922,87965,87965,87845,0,0,0,0
1926955,198,2,961305,961305,1926955,965650,965650,965540,0,0,0,0
1934978,406,2,1900806,1916385,1934978,18593,34172,18493,15579,0,0,0
1940322,367,1,1838759,1838759,1940322,101563,101563,101483,0,0,0,0
1945799,409,2,1901098,1919258,1945799,26541,44701,26421,18160,0,0,0
1948425,266,2,1829632,1829632,1948425,118793,118793,118643,0,0,0,0
1950481,338,1,1838474,1838474,1950481,112007,112007,111827,0,0,0,0
1957944,398,2,1900661,1919258,1957944,38686,57283,38626,18597,0,0,0
1965388,401,2,1900676,1919376,1965388,46012,64712,45972,18700,0,0,0
1974063,210,2,961349,961349,1974063,1012714,1012714,1012564,0,0,0,0
1974535,312,1,1838174,1838174,1974535,136361,136361,136261,0,0,0,0
1976651,404,2,1900755,1926955,1976651,49696,75896,49616,26200,0,0,0
1985752,402,2,1900719,1934978,1985752,50774,85033,50674,34259,0,0,0
2016818,246,2,1743125,1743125,2016818,273693,273693,273633,0,0,0,0
2022081,235,2,1743079,1743079,2022081,279002,279002,278922,0,0,0,0
2023574,413,1,1986341,1986341,2023574,37233,37233,37163,0,0,0,0
2027257,380,1,1838925,1838925,2027257,188332,188332,188292,0,0,0,0
2033469,348,1,1838585,1838585,2033469,194884,194884,194804,0,0,0,0
2044069,272,2,1829675,1829675,2044069,214394,214394,214364,0,0,0,0
2057015,263,2,1743219,1743219,2057015,313796,313796,313736,0,0,0,0
2066029,392,1,1892825,1892825,2066029,173204,173204,173134,0,0,0,0
2082085,300,1,1838055,1838055,2082085,244030,244030,243900,0,0,0,0
2090994,269,2,1829653,1829653,2090994,261341,261341,261181,0,0,0,0
2095558,200,2,961312,961343,2095558,1134215,1134246,1134145,31,0,0,0
2109042,208,2,961343,970540,2109042,1138502,1147699,1138352,9197,0,0,0
2115473,303,1,1838081,1838081,2115473,277392,277392,277312,0,0,0,0
2119992,299,1,1838046,1838046,2119992,281946,281946,281846,0,0,0,0
2135299,309,1,1838141,1838141,2135299,297158,297158,297078,0,0,0,0
2139791,320,1,1838268,1838268,2139791,301523,301523,301443,0,0,0,0
2176456,288,1,1837940,1837940,2176456,338516,338516,338446,0,0,0,0
2177007,76,4,810492,810492,2177007,1366515,1366515,1085508,280757,1,80,0
2180274,336,1,1838448,1838448,2180274,341826,341826,341776,0,0,0,0
2181225,393,1,1892933,1892933,2181225,288292,288292,288202,0,0,0,0
2199688,451,4,2059042,2177007,2199688,22681,140646,22561,117965,0,0,0
2207660,265,2,1829629,1829629,2207660,378031,378031,377871,0,0,0,0
2213808,125,2,961051,961051,2213808,1252757,1252757,1229192,23395,1,120,0
2234962,399,2,1900666,1945799,2234962,289163,334296,289043,45133,0,0,0
2236355,162,2,961181,961181,2236355,1275174,1275174,1244502,30372,1,140,0
2239845,426,4,2058866,2199688,2239845,40157,180979,40137,140822,0,0,0
2248448,160,2,961174,961174,2248448,1287274,1287274,1248878,38126,1,140,0
2248748,375,1,1838866,1838866,2248748,409882,409882,409752,0,0,0,0
2254972,484,4,2230255,2239845,2254972,15127,24717,15007,9590,0,0,0
2263886,480,4,2230241,2248748,2263886,15138,33645,15098,18507,0,0,0
2276000,477,4,2230229,2254972,2276000,21028,45771,20928,24743,0,0,0
2279250,302,1,1838073,1838073,2279250,441177,441177,441027,0,0,0,0
2289741,470,4,2230205,2263886,2289741,25855,59536,25775,33681,0,0,0
2295726,100,2,960960,960960,2295726,1334766,1334766,1293269,41227,1,140,0
2303293,513,4,2230381,2276000,2303293,27293,72912,27173,45619,0,0,0
2307746,476,4,2230226,2279250,2307746,28496,77520,28386,49024,0,0,0
2311665,366,1,1838750,1838750,2311665,472915,472915,472865,0,0,0,0
2326422,389,1,1839011,1839011,2326422,487411,487411,487231,0,0,0,0
2335379,445,4,2058992,2289741,2335379,45638,276387,45518,230749,0,0,0
2337865,137,2,961092,961092,2337865,1376773,1376773,1331392,45091,1,140,0
2374500,295,1,1838005,1838005,2374500,536495,536495,536435,0,0,0,0
2377356,505,4,2230346,2303293,2377356,74063,147010,74023,72947,0,0,0
2385545,472,4,2230212,2307746,2385545,77799,155333,77779,77534,0,0,0
2385858,334,1,1838416,1838416,2385858,547442,547442,547332,0,0,0,0
2388170,5,1,11,11,2388170,2388159,2388159,2388099,0,0,0,0
2389700,323,1,1838303,1838303,2389700,551397,551397,551267,0,0,0,0
2392687,337,1,1838466,1838466,2392687,554221,554221,554171,0,0,0,0
2403424,14,1,29,29,2403424,2403395,2403395,2403295,0,0,0,0
2408370,146,2,961125,961125,2408370,1447245,1447245,1396021,51054,1,110,0
2412430,29,1,224997,224997,2412430,2187433,2187433,2187333,0,0,0,0
2426025,490,4,2230277,2335379,2426025,90646,195748,90586,105102,0,0,0
2430542,457,4,2059102,2337865,2430542,92677,371440,92507,278763,0,0,0
2449071,532,4,2394731,2426025,2449071,23046,54340,23026,31294,0,0,0
2460967,297,1,1838022,1838022,2460967,622945,622945,622765,0,0,0,0
2461530,318,1,1838250,1838250,2461530,623280,623280,623150,0,0,0,0
2468651,551,4,2394804,2430542,2468651,38109,73847,37989,35738,0,0,0
2472051,226,2,1743040,1743040,2472051,729011,729011,728941,0,0,0,0
2479301,410,4,1911117,2377356,2479301,101945,568184,101885,466239,0,0,0
2493786,525,4,2230435,2385545,2493786,108241,263351,108121,155110,0,0,0
2497271,364,1,1838732,1838732,2497271,658539,658539,658429,0,0,0,0
2497775,351,1,1838611,1838611,2497775,659164,659164,659034,0,0,0,0
2512260,346,1,1838560,1838560,2512260,673700,673700,673540,0,0,0,0
2513011,97,2,960948,960948,2513011,1552063,1552063,1499754,52239,1,10,0
2550392,287,1,1837931,1837931,2550392,712461,712461,712381,0,0,0,0
2555823,227,2,1743044,1743044,2555823,812779,812779,790443,21996,1,120,0
2565468,237,2,1743086,1743086,2565468,822382,822382,793899,28333,1,70,0
2576367,552,4,2394808,2449071,2576367,127296,181559,127216,54263,0,0,0
2590081,280,2,1829720,1829720,2590081,760361,760361,730120,30071,1,80,0
2599427,186,2,961263,961263,2599427,1638164,1638164,1552369,85685,2,80,0
2616612,415,4,2058785,2468651,2616612,147961,557827,147841,409866,0,0,0
2622787,298,1,1838038,1838038,2622787,784749,784749,784679,0,0,0,0
2633484,520,4,2230413,2479301,2633484,154183,403071,154143,248888,0,0,0
2641785,153,2,961150,961150,2641785,1680635,1680635,1581579,98536,2,210,0
2645791,273,2,1829683,1829683,2645791,816108,816108,770751,45047,1,150,0
2646575,349,1,1838594,1838594,2646575,807981,807981,807911,0,0,0,0
2648082,504,4,2230343,2493786,2648082,154296,417739,154216,263443,0,0,0
2649269,360,1,1838697,1838697,2649269,810572,810572,810392,0,0,0,0
2657069,421,4,2058830,2497775,2657069,159294,598239,159184,438945,0,0,0
2675929,408,2,1900934,1948425,2675929,727504,774995,727404,47491,0,0,0
2698934,333,1,1838407,1838407,2698934,860527,860527,860427,0,0,0,0
2702204,225,2,1743036,1743036,2702204,959168,959168,906959,51949,1,140,0
2734653,26,1,44508,44508,2734653,2690145,2690145,2690105,0,0,0,0
2749744,378,1,1838892,1838892,2749744,910852,910852,910742,0,0,0,0
2750444,455,4,2059079,2565468,2750444,184976,691365,184896,506389,0,0,0
2772400,529,4,2394720,2576367,2772400,196033,377680,195973,181647,0,0,0
2782210,258,2,1743190,1743190,2782210,1039020,1039020,919463,119247,1,150,0
2788713,10,1,21,21,2788713,2788692,2788692,2788612,0,0,0,0
2793825,285,1,1837914,1837914,2793825,955911,955911,955811,0,0,0,0
2799050,332,1,1838397,1838397,2799050,960653,960653,960583,0,0,0,0
2799921,6,1,12,12,2799921,2799909,2799909,2799809,0,0,0,0
2803525,194,2,961290,1016984,2803525,1786541,1842235,1659740,182445,1,100,0
2806375,511,4,2230371,2599427,2806375,206948,576004,206808,369056,0,0,0
2840528,483,4,2230252,2616612,2840528,223916,610276,223796,386360,0,0,0
2858757,464,4,2230184,2633484,2858757,225273,628573,225193,403300,0,0,0
2871911,414,4,2058781,2646575,2871911,225336,813130,225266,587794,0,0,0
2877192,530,4,2394724,2648082,2877192,229110,482468,229070,253358,0,0,0
2881259,119,2,961030,961030,2881259,1920229,1920229,1726919,193010,2,150,0
2894438,268,2,1829649,1829649,2894438,1064789,1064789,928709,135950,1,110,0
2894807,510,4,2230367,2649269,2894807,245538,664440,245368,418902,0,0,0
2906343,491,4,2230280,2657069,2906343,249274,676063,249194,426789,0,0,0
2932569,59,2,719719,719719,2932569,2212850,2212850,2016359,196011,2,210,0
2955194,496,4,2230304,2698934,2955194,256260,724890,256120,468630,0,0,0
2957889,386,1,1838980,1838980,2957889,1118909,1118909,1118769,0,0,0,0
2958277,279,2,1829716,1829716,2958277,1128561,1128561,981202,147269,1,190,0
2958418,560,8,2762368,2957889,2958418,529,196050,479,195521,0,0,0
2959497,556,8,2762351,2958418,2959497,1079,197146,1079,196067,0,0,0
2961182,582,8,2842990,2959497,2961182,1685,118192,1685,116507,0,0,0
2963193,561,8,2764715,2961182,2963193,2011,198478,2011,196467,0,0,0
2965944,568,8,2764803,2963193,2965944,2751,201141,2751,198390,0,0,0
2973725,583,8,2866521,2965944,2973725,7781,107204,7781,99423,0,0,0
2990118,577,8,2788528,2973725,2990118,16393,201590,16393,185197,0,0,0
3006261,540,4,2394763,2749744,3006261,256517,611498,256417,354981,0,0,0
3013510,482,4,2230248,2750444,3013510,263066,783262,263046,520196,0,0,0
3014864,565,8,2764735,2990118,3014864,24746,250129,24646,225383,0,0,0
3030301,837,1,3028125,3028125,3030301,2176,2176,2126,0,0,0,0
3039421,557,8,2762365,3013510,3039421,25911,277056,25761,251145,0,0,0
3043391,826,1,3028099,3028099,3043391,15292,15292,15202,0,0,0,0
3044134,845,1,3028204,3028204,3044134,15930,15930,15890,0,0,0,0
3048185,424,4,2058855,2772400,3048185,275785,989330,275745,713545,0,0,0
3049633,846,1,3028215,3028215,3049633,21418,21418,21318,0,0,0,0
3051593,579,8,2831118,3014864,3051593,36729,220475,36629,183746,0,0,0
3059081,816,1,3028078,3028078,3059081,31003,31003,30943,0,0,0,0
3059205,371,1,1838825,1838825,3059205,1220380,1220380,1220270,0,0,0,0
3059868,847,1,3028440,3028440,3059868,31428,31428,31268,0,0,0,0
3063861,809,1,3028064,3028064,3063861,35797,35797,35647,0,0,0,0
3063885,808,1,3028063,3028063,3063885,35822,35822,35702,0,0,0,0
3064984,842,1,3028136,3028136,3064984,36848,36848,36738,0,0,0,0
3066138,569,8,2764860,3028004,3066138,38134,301278,37974,263144,0,0,0
3072108,812,1,3028070,3028070,3072108,44038,44038,43938,0,0,0,0
3074198,810,1,3028066,3028066,3074198,46132,46132,46022,0,0,0,0
3077643,339,1,1838483,1838483,3077643,1239160,1239160,1239110,0,0,0,0
3081580,571,8,2778451,3039421,3081580,42159,303129,42079,260970,0,0,0
3082418,794,1,3028033,3028033,3082418,54385,54385,54335,0,0,0,0
3082678,741,1,3027899,3027899,3082678,54779,54779,54639,0,0,0,0
3087514,697,1,3027713,3027713,3087514,59801,59801,59701,0,0,0,0
3089125,711,1,3027739,3027739,3089125,61386,61386,61296,0,0,0,0
3089473,692,1,3027697,3027697,3089473,61776,61776,61676,0,0,0,0
3091592,756,1,3027935,3027935,3091592,63657,63657,63517,0,0,0,0
3094995,787,1,3028016,3028016,3094995,66979,66979,66879,0,0,0,0
3095349,317,1,1838242,1838242,3095349,1257107,1257107,1257037,0,0,0,0
3100342,782,1,3028004,3028004,3100342,72338,72338,72198,0,0,0,0
3100927,574,8,2787624,3051593,3100927,49334,313303,49314,263969,0,0,0
3105208,827,1,3028099,3028099,3105208,77109,77109,76969,0,0,0,0
3106385,411,4,1911136,2803525,3106385,302860,1195249,302770,892389,0,0,0
3107441,838,1,3028126,3028126,3107441,79315,79315,79205,0,0,0,0
3111147,834,1,3028117,3028117,3111147,83030,83030,82880,0,0,0,0
3113670,835,1,3028120,3028120,3113670,85550,85550,85410,0,0,0,0
3115602,749,1,3027919,3027919,3115602,87683,87683,87573,0,0,0,0
3116802,575,8,2787660,3066138,3116802,50664,329142,50604,278478,0,0,0
3121241,848,1,3028452,3028452,3121241,92789,92789,92649,0,0,0,0
3121384,775,1,3027988,3027988,3121384,93396,93396,93306,0,0,0,0
3122990,777,1,3027992,3027992,3122990,94998,94998,94878,0,0,0,0
3124333,713,1,3027778,3027778,3124333,96555,96555,96485,0,0,0,0
3124879,844,1,3028157,3028157,3124879,96722,96722,96682,0,0,0,0
3126672,716,1,3027848,3027848,3126672,98824,98824,98724,0,0,0,0
3129412,759,1,3027943,3027943,3129412,101469,101469,101349,0,0,0,0
3131483,703,1,3027724,3027724,3131483,103759,103759,103729,0,0,0,0
3134582,702,1,3027724,3027724,3134582,106858,106858,106818,0,0,0,0
3138577,831,1,3028112,3028112,3138577,110465,110465,110395,0,0,0,0
3138746,724,1,3027864,3027864,3138746,110882,110882,110742,0,0,0,0
3139108,839,1,3028130,3028130,3139108,110978,110978,110848,0,0,0,0
3140385,736,1,3027887,3027887,3140385,112498,112498,112378,0,0,0,0
3143300,755,1,3027931,3027931,3143300,115369,115369,115229,0,0,0,0
3143482,832,1,3028113,3028113,3143482,115369,115369,115259,0,0,0,0
3145445,685,1,3027673,3027673,3145445,117772,117772,117652,0,0,0,0
3145912,757,1,3027937,3027937,3145912,117975,117975,117825,0,0,0,0
3151255,725,1,3027866,3027866,3151255,123389,123389,123289,0,0,0,0
3155959,578,8,2831097,3081580,3155959,74379,324862,74319,250483,0,0,0
3158967,843,1,3028139,3028139,3158967,130828,130828,130728,0,0,0,0
3160522,656,1,3027595,3027595,3160522,132927,132927,132807,0,0,0,0
3162035,603,1,3027133,3027133,3162035,134902,134902,134772,0,0,0,0
3164188,715,1,3027819,3027819,3164188,136369,136369,136209,0,0,0,0
3165464,260,2,1743198,1743198,3165464,1422266,1422266,1239296,178420,37,22920,0
3179436,376,1,1838875,1838875,3179436,1340561,1340561,1340461,0,0,0,0
3183650,669,1,3027629,3027629,3183650,156021,156021,155841,0,0,0,0
3190086,613,1,3027181,3027181,3190086,162905,162905,162825,0,0,0,0
3193469,708,1,3027735,3027735,3193469,165734,165734,165634,0,0,0,0
3200982,597,1,3027091,3027091,3200982,173891,173891,173801,0,0,0,0
3203109,581,8,2831155,3116802,3203109,86307,371954,86207,285647,0,0,0
3206797,695,1,3027709,3027709,3206797,179088,179088,178988,0,0,0,0
3210119,20,1,44497,44497,3210119,3165622,3165622,3165582,0,0,0,0
3210452,671,1,3027633,3027633,3210452,182819,182819,182679,0,0,0,0
3221639,830,1,3028108,3028108,3221639,193531,193531,193471,0,0,0,0
3254414,523,4,2230424,2806375,3254414,448039,1023990,375096,648744,1,660,0
3259988,253,2,1743159,1743159,3259988,1516829,1516829,1318556,183823,72,61800,0
3260183,617,1,3027237,3027237,3260183,232946,232946,232806,0,0,0,0
3272705,636,1,3027362,3027362,3272705,245343,245343,245203,0,0,0,0
3276131,783,1,3028008,3028008,3276131,248123,248123,248043,0,0,0,0
3285853,781,1,3028003,3028003,3285853,257850,257850,257730,0,0,0,0
3286928,622,1,3027271,3027271,3286928,259657,259657,259497,0,0,0,0
3288961,672,1,3027637,3027637,3288961,261324,261324,261234,0,0,0,0
3296789,825,1,3028095,3028095,3296789,268694,268694,268564,0,0,0,0
3297205,322,1,1838284,1838284,3297205,1458921,1458921,1457937,74,10,710,0
3297420,819,1,3028082,3028082,3297420,269338,269338,269228,0,0,0,0
3298941,774,1,3027984,3027984,3298941,270957,270957,270847,0,0,0,0
3301353,771,1,3027980,3027980,3301353,273373,273373,273283,0,0,0,0
3304441,517,4,2230398,2840528,3304441,463913,1074043,390892,682971,1,960,0
3305157,649,1,3027552,3027552,3305157,277605,277605,277455,0,0,0,0
3307684,766,1,3027966,3027966,3307684,279718,279718,279548,0,0,0,0
3307833,620,1,3027263,3027263,3307833,280570,280570,280430,0,0,0,0
3315042,768,1,3027969,3027969,3315042,287073,287073,286963,0,0,0,0
3327606,397,2,1900657,2033469,3327606,1294137,1426949,1267837,132812,111,83430,0
3329446,788,1,3028019,3028019,3329446,301427,301427,301247,0,0,0,0
3333554,761,1,3027957,3027957,3333554,305597,305597,305467,0,0,0,0
3338287,841,1,3028134,3028134,3338287,310153,310153,310023,0,0,0,0
3350295,438,4,2058942,2858757,3350295,491538,1291353,411912,878181,5,2550,0
3350310,196,2,961298,1022230,3350310,2328080,2389012,2092351,286561,124,22940,0
3350687,638,1,3027369,3027369,3350687,323318,323318,323198,0,0,0,0
3360171,377,1,1838883,1854171,3360171,1506000,1521288,1505580,15288,5,1510,0
3367094,822,1,3028090,3028090,3367094,339004,339004,338904,0,0,0,0
3373554,660,1,3027602,3027602,3373554,345952,345952,345862,0,0,0,0
3412355,539,4,2394759,2871911,3412355,540444,1017596,412289,605107,1,460,0
3424917,541,4,2394767,2877192,3424917,547725,1030150,418320,610380,7,1070,0
3444967,132,2,961075,961075,3444967,2483892,2483892,2163411,313241,167,48560,0
3463971,396,1,1893136,1893136,3463971,1570835,1570835,1570685,0,0,0,0
3471034,828,1,3028104,3028104,3471034,442930,442930,442860,0,0,0,0
3487740,840,1,3028131,3028131,3487740,459609,459609,459529,0,0,0,0
3503937,433,4,2058897,2881259,3503937,622678,1445040,445265,997505,11,3280,0
3519016,746,1,3027911,3027911,3519016,491105,491105,491005,0,0,0,0
3521478,417,4,2058800,2894438,3521478,627040,1462678,447670,1010828,17,5070,0
3527237,800,1,3028045,3028045,3527237,499192,499192,499102,0,0,0,0
3559354,131,2,961072,961072,3559354,2598282,2598282,2202747,389495,143,16160,0
3573218,489,4,2230273,2894807,3573218,678411,1342945,451773,891082,2,650,0
3588992,815,1,3028075,3028075,3588992,560917,560917,560867,0,0,0,0
3596826,650,1,3027558,3027558,3596826,569268,569268,569118,0,0,0,0
3609556,665,1,3027622,3027622,3609556,581934,581934,581854,0,0,0,0
3646472,515,4,2230391,2906343,3646472,740129,1416081,463112,952669,1,60,0
3684276,96,2,960944,960944,3684276,2723332,2723332,2251842,440300,159,19020,0
3685550,627,1,3027298,3027298,3685550,658252,658252,657192,0,13,2810,0
3698361,676,1,3027644,3027644,3698361,670717,670717,669987,0,15,960,0
3701919,621,1,3027267,3027267,3701919,674652,674652,671478,2074,15,1110,0
3719391,507,4,2230353,2932569,3719391,786822,1489038,463854,1024874,1,1130,0
3749123,255,2,1743167,1743167,3749123,2005956,2005956,1591897,394229,161,14580,0
3769954,856,4,3721511,3721529,3769954,48425,48443,48265,18,0,0,0
3780122,836,1,3028121,3028121,3780122,752001,752001,733634,15187,14,2220,0
3793656,779,1,3027995,3027995,3793656,765661,765661,747261,15980,15,2100,0
3805670,31,1,225000,225000,3805670,3580670,3580670,3533495,36865,87,36750,0
3808156,121,2,961036,961036,3808156,2847120,2847120,2298583,511327,187,18050,0
3827426,861,4,3721529,3769954,3827426,57472,105897,57432,48425,0,0,0
3829888,228,2,1743049,1743049,3829888,2086839,2086839,1612723,439306,175,10010,0
3857936,814,1,3028074,3028074,3857936,829862,829862,798203,29509,14,1940,0
3861158,821,1,3028086,3028086,3861158,833072,833072,800507,31085,11,1770,0
