time,in0,out0,in1,out1,in2,out2,in3,out3,in4,out4,in5,out5,in6,out6,in7,out7,in8,out8,in9,out9,in10,out10,in11,out11,in12,out12,in13,out13,in14,out14,in15,out15,in16,out16,in17,out17,in18,out18,in19,out19,in20,out20,in21,out21,in22,out22,in23,out23,in24,out24,in25,out25,in26,out26,in27,out27,in28,out28,in29,out29,in30,out30,in31,out31
0
529666
544653
863276
867308
941115
951825
952842
958154
958289
979018
984210
986834
989042
1012459
1031456
1043900
1050596
1058360
1072689
1073402
1073545
1075378
1077213
1084436
1085480
1089783
1089969
1090042
1093417
1094073
1095773
1096370
1100086
1101566
1102503
1103252
1106380
1106397
1107097
1107278
1112151
1113881
1114931
1119434
1120762
1122247
1136572
1142769
1143713
1144498
1144978
1145961
1152314
1152599
1153440
1155168
1167564
1169200
1176523
1180064
1180328
1180378
1186735
1187489
1187568
1195879
1197382
1199703
1204081
1210124
1210607
1219322
1220162
1220533
1222928
1248834
1249748
1269632
1293633
1299228
1300285
1307069
1310461
1313632
1318317
1320398
1327382
1330539
1332717
1340977
1361760
1365241
1373935
1379884
1384583
1390061
1393054
1394538
1394943
1396762
1405309
1432330
1435450
1438597
1443247
1478556
1484152
1541506
1547764
1634450
1643581
1712765
1739423
1750160
1843370
1933011
1935090
1936448
1940791
1975599
2070363
2071562
2090721
2179629
2185747
2186525
2188384
2189933
2200700
2213842
2234906
2261332
2263787
2276724
2306427
2309752
2325554
2345868
2349195
2352778
2356419
2364788
2372380
2372471
2384044
2386254
2400817
2401669
2404019
2413831
2419308
2420412
2420436
2421752
2424054
2429268
2431841
2433983
2448390
2454375
2457849
2458013
2460171
2461677
2462602
2483096
2505773
2518484
2524337
2525150
2525825
2526918
2527787
2528603
2530186
2530806
2540332
2545394
2547588
2636166
2645058
2673547
2673762
2676098
2678504
2686574
2688754
2688934
2689764
2691194
2691652
2692445
2704757
2705214
2705640
2706041
2708173
2719417
2727066
2735707
2766420
2767559
2767624
2767706
2781038
2849049
2858573
2866978
2867122
2878943
2935048
2935568
2937251
2938780
2938781
2946146
2954461
2962850
2963058
2988749
2989676
2990341
2992093
3003379
3006478
3028591
3031111
3042765
3043709
3057806
3076267
3076956
3078706
3138319
3265654
3306023
3306205
3308438
3313283
3377424
3379086
3390807
3390865
3393855
3393887
3395133
3403020
3450215
3452940
3454389
3454881
3464951
3467808
3482714
3483851
3487676
3504979
3530979
3538763
3539995
3553874
3554098
3558503
3560875
3561243
3562898
3565592
3566468
3571221
3591859
3622628
3624665
3636960
3637192
3637318
3642126
3642956
3644909
3645097
3645357
3647617
3650858
3651150
3652733
3654787
3661863
3664223
3664224
3664593
3667172
3726236
3747586
3769582
3824855
3845240
3863056
3904527
3938112
3953644
3964472
3990074
4003675
4029973
4089918
4089940
4096846
4146281
4165841
4168770
4228045
4228905
4234179
4238332
4246072
4247150
4255432
4305395
4308962
4309819
4327889
4337452
4339617
4348194
4374596
4425871
4432197
4443394
4475871
4514910
4516507
4518011
4518394
4518482
4522788
4549268
4556888
4558364
4589100
4595624
4607019
4613412
4616555
4645404
4660945
4661020
4663795
4677404
4686079
4691767
4692749
4694398
4695492
4696688
4698767
4706464
4745547
4749913
4752652
4778917
4780741
4783435
4783536
4793763
4834158
4838657
4845119
4847838
4849566
4849998
4851075
4852036
4859990
4864276
4881969
4896280
4900365
4911375
4913626
4913639
4915224
4918088
4918505
4927560
4942835
4944467
4946355
4990548
4999520
5000079
5008434
5012247
5017500
5017875
5021361
5021409
5021421
5024018
5029961
5046818
5053166
5077397
5078019
5104091
5114493
5125890
5127843
5128013
5132045
5132866
5133066
5135226
5140087
5157183
5163431
5164457
5185671
5194959
5196720
5197473
5199972
5201555
5201802
5212199
5215424
5216969
5217469
5235301
5244319
5266263
5267094
5277104
5282951
5284662
5288829
5291221
5332292
5333554
5338631
5338840
5351683
5352999
5356914
5357352
5358065
5369625
5372333
5377559
5379891
5382118
5397180
5407157
5431188
5432421
5457840
5459129
5464688
5464712
5464868
5467453
5468896
5470326
5470635
5474303
5474305
5486851
5486854
5491286
5491371
5493640
5524619
5548218
5550094
5561956
5561987
5698861
5699791
5700113
5717714
5721051
5755315
5780678
5782792
5784874
5785041
5785250
5785414
5787522
5795416
5799499
5804529
5806561
5806808
5812419
5814285
5814442
5816343
5816590
5872128
5872159
5874031
5876963
5885065
5887099
5887161
5888337
5889328
5890758
5898603
5898641
5898738
5958012
5959300
5988129
6024754
6054639
6056070
6056078
6061597
6061602
6062279
6063226
6068003
6069307
6071719
6103456
6124938
6126313
6130476
6131327
6136282
6138356
6140810
6143353
6147931
6148087
6161505
6185837
6187289
6187796
6230278
6232123
6233737
6236698
6238108
6288287
6305825
6305860
6308507
6316385
6321350
6322999
6326709
6327189
6327899
6340602
6341247
6345303
6380720
6387509
6391919
6401430
6409673
6411863
6415860
6419573
6420062
6421001
6474063
6474664
6475974
6478625
6479102
6479691
6484248
6488550
6488653
6491765
6493247
6517605
6540091
6541011
6546030
6548628
6549337
6559230
6564079
6582989
6595368
