time,in0,out0,in1,out1,in2,out2,in3,out3,in4,out4,in5,out5,in6,out6,in7,out7,in8,out8,in9,out9,in10,out10,in11,out11,in12,out12,in13,out13,in14,out14,in15,out15,in16,out16,in17,out17,in18,out18,in19,out19,in20,out20,in21,out21,in22,out22,in23,out23,in24,out24,in25,out25,in26,out26,in27,out27,in28,out28,in29,out29,in30,out30,in31,out31
0
303
328
3250
3553
3578
7200
7503
7528
103680
103686
106930
106936
110880
110886
189282
192532
196482
198471
201721
205455
205671
208705
212655
274883
278133
282083
380602
380626
383852
383876
387802
387826
482808
482809
486058
486059
486181
486183
486268
486397
489431
489433
489518
489647
490008
490009
493381
493383
493468
493597
497648
500898
504848
542673
545923
549873
618920
659108
659244
659689
660391
661905
662358
662939
666277
666308
666711
666889
667713
677527
677552
678359
678970
678979
680423
681808
681903
681960
682053
685058
685153
685210
685303
685458
686271
686451
689008
689103
689160
689253
689538
691498
691530
691532
691934
692290
693091
698186
698322
698355
699126
699280
699991
700542
700736
701572
701605
702387
702530
703043
703241
703792
703986
705522
705555
706442
706480
707191
707298
707742
707936
710548
710902
714498
722516
731609
734387
734794
734859
735700
737715
738809
740965
743231
744915
746173
746481
750431
752051
752864
754461
756463
757276
758467
761717
764185
765496
765667
766052
766883
767080
769898
770107
770166
770172
772317
772476
773148
773357
773416
777098
777307
777366
777378
780628
784329
784578
784631
785082
786835
786896
787579
788129
788131
789453
790085
790146
790989
791379
791381
791529
791731
792138
792988
794035
794096
794239
795329
795331
797570
797846
797852
797872
798566
799004
799132
801096
801102
801816
805046
805052
805766
816350
828427
831677
835627
838439
841689
845639
850680
851173
851193
853471
853473
853930
854423
854443
856721
856723
857880
858373
858393
859912
859942
860177
860230
860671
860673
863162
863192
863427
863480
863730
864137
864987
865675
867112
867142
867377
867430
868412
868925
872875
875735
881966
886247
887837
889497
892586
893447
893892
905711
908961
912911
914469
914753
915160
915278
916069
916934
917341
917719
918521
919319
919520
919927
920721
921128
921669
923269
925798
927061
927085
927489
927845
928647
928926
929048
932176
932998
933791
933847
934096
934234
934328
934706
935530
936126
937041
937097
937484
937578
938126
938939
939909
940991
941047
941434
941528
942406
943159
943745
944152
944459
945005
945497
945904
946754
947109
949480
951484
951714
952378
952492
952575
952730
953093
953581
953698
954105
954378
954545
954931
955289
955742
956029
956680
956831
957940
958347
959197
959692
960781
960929
961742
962851
964065
965292
965967
966307
966743
967239
967928
968119
968932
970489
971436
971624
973249
974064
974439
975247
975284
975315
975682
975886
976324
977411
977420
979934
987167
987371
987809
990991
995570
1004724
1005321
1006211
1006618
1006812
1007219
1008069
1008571
1009447
1009453
1009599
1009619
1009633
1009674
1009705
1009710
1009752
1009753
1009921
1010307
1011101
1011431
1011444
1011490
1011491
1012521
1012697
1012849
1012869
1012883
1012924
1012955
1012960
1013002
1013171
1014021
1014681
1014694
1014740
1014741
1014953
1015021
1015064
1015093
1015171
1015222
1015358
1015607
1015966
1015999
1016124
1016326
1016381
1016647
1016799
1016819
1016833
1016874
1016905
1016910
1016952
1017121
1018631
1018644
1018690
1018691
1019374
1019576
1019631
1019746
1020153
1020374
1020424
1020728
1021090
1021279
1022073
1023301
1023324
1023526
1023581
1023800
1023838
1024240
1024705
1025469
1025876
1026726
1026810
1028607
1029014
1029864
1029984
1030060
1030100
1030160
1030361
1030707
1030710
1030744
1031261
1031266
1031320
1032248
1032275
1033234
1033350
1033410
1033957
1033960
1033994
1034010
1034511
1034516
1034570
1034829
1035033
1035351
1035498
1035525
1037184
1037300
1037360
1037907
1037910
1037944
1038148
1038461
1038466
1038520
1038601
1039301
1039448
1039475
1040944
1042551
1046652
1048001
1048952
1050065
1050107
1050125
1050163
1050841
1050875
1050932
1050993
1051115
1051175
1051251
1051961
1051982
1052041
1052082
1052260
1053097
1053315
1053413
1053805
1054182
1054243
1054365
1054425
1054564
1054643
1055201
1055232
1055291
1055332
1055397
1055510
1055778
1056085
