job_id,model_name,duration,submit_time,num_gpu,,
0,d,12304123,0,1,,a
1,d,1284088,7,1,,b
2,e,3638150,13,1,,c
3,e,140287651,21,1,,d
4,d,6067344,27,1,,e
5,b,305618952,34,1,,f
6,a,356293231,41,1,,
7,e,12302241,47,1,,
8,a,10484184,54,1,,
9,a,27379942,61,1,,
10,a,351033039,68,1,,
11,e,20398959,75,1,,
12,a,152886905,82,1,,
13,f,21144384,89,1,,
14,c,305604903,95,1,,
15,c,36206814,101,1,,
16,c,27387804,108,1,,
17,e,36207392,114,1,,
18,d,1283416,120,1,,
19,b,64549033,128,1,,
20,e,93584321,136,1,,
21,d,10482925,142,1,,
22,c,267320,692576,1,,
23,b,10139393,693533,1,,
24,b,53215,700252,1,,
25,e,411746,702587,1,,
26,c,2092270,702691,1,,
27,c,818179,702715,1,,
28,d,478397,703872,1,,
29,b,1278375,704225,1,,
30,d,27743,704279,1,,
31,d,2175639,704345,1,,
32,c,21371,704390,1,,
33,e,730340,935511,1,,
34,e,9879467,936386,1,,
35,f,6314154,937920,1,,
36,b,1784206,937949,1,,
37,b,568091,938081,1,,
38,d,101271,938113,1,,
39,b,732623,938166,1,,
40,f,2572093,938190,1,,
41,a,19596,938192,1,,
42,a,590760,950582,1,,
43,b,7907293,959294,1,,
44,a,12052566,959881,1,,
45,b,620721,960029,1,,
46,b,10840205,960056,1,,
47,a,211080,960601,1,,
48,d,4909675,960625,1,,
49,b,378773,960756,1,,
50,a,262212,961107,1,,
51,d,197468,961139,1,,
52,b,125192,961167,1,,
53,b,46479,968529,1,,
54,f,423728,968562,1,,
55,a,42291,968605,1,,
56,f,362173,968944,1,,
57,e,35055,973805,1,,
58,f,25002,973862,1,,
59,f,5737954,973911,1,,
60,b,4407527,973985,1,,
61,b,9704991,1019314,1,,
62,f,904520,1025082,1,,
63,f,395921,1045144,1,,
64,e,73959,1045189,1,,
65,b,926601,1045336,1,,
66,d,43172,1045400,1,,
67,b,6182284,1045446,1,,
68,c,746623,1045552,1,,
69,c,8910798,1115960,1,,
70,b,413254,1127794,1,,
71,e,412065,1128497,1,,
72,e,351091,1141411,1,,
73,f,2137894,1363678,1,,
74,f,633723,1364078,1,,
75,c,13345210,1364234,1,,
76,a,1057129,1364283,1,,
77,a,6157353,1364702,1,,
78,d,6073859,1364742,1,,
79,e,1585707,1365153,1,,
80,d,18355306,1365201,1,,
81,e,7613783,1366732,1,,
82,b,3891066,1369282,1,,
83,d,1670217,1370327,1,,
84,f,8605087,1371397,1,,
85,e,1666055,1372151,1,,
86,c,44484,1378032,1,,
87,c,2430996,1379133,1,,
88,a,8603468,1379192,1,,
89,b,1690437,1379231,1,,
90,a,14238288,1379890,1,,
91,d,1262106,1380601,1,,
92,b,383091,1380669,1,,
93,a,3228144,1649781,1,,
94,e,7870050,1650338,1,,
95,e,6273829,1713919,1,,
96,d,1107706,1723386,1,,
97,d,704541,1723803,1,,
98,a,92439,1723994,1,,
99,c,3736855,1724175,1,,
100,c,393356,1724302,1,,
101,d,192983,1725760,1,,
102,d,26135,1726203,1,,
103,a,7986216,1730161,1,,
104,b,606459,1730756,1,,
105,b,1405417,1732151,1,,
106,a,1895493,1732978,1,,
107,a,1078208,1733082,1,,
108,a,42775,1743378,1,,
109,d,164513,1743463,1,,
110,b,122491,1743955,1,,
111,c,793,1744210,1,,
