job_id,model_name,duration,submit_time,num_gpu,,,
845,a,15890,3028204,1,,,
846,d,21318,3028215,1,,,
847,e,31268,3028440,1,,,
848,f,92649,3028452,1,,,
849,f,1765633,3721485,4,,,
850,c,505281,3721489,4,,,
851,e,617123,3721493,4,,,
852,d,915148,3721496,4,,,
853,c,9851877,3721500,4,,,
854,c,404457,3721503,4,,,
855,d,310537,3721507,4,,,
856,f,48265,3721511,4,,,
857,b,1416759,3721514,4,,,
858,e,2276249,3721518,4,,,
859,c,1348823,3721522,4,,,
860,a,179939,3721525,4,,,
861,b,57432,3721529,4,,,
862,e,4966663,3721533,4,,,
863,c,1873418,3721537,4,,,
864,a,4555438,3721545,4,,,
865,d,9253575,3721548,4,,,
866,a,928651,3721552,4,,,
867,d,6907628,3721556,4,,,
868,e,100560,3721559,4,,,
869,b,5877882,3721563,4,,,
870,b,3009125,3721566,4,,,
871,c,218423,3721571,4,,,
872,c,2260706,3721578,4,,,
873,b,16461752,3721582,4,,,
874,a,119331,3721586,4,,,
875,d,1011,3867133,1,,,
876,e,29082,3867169,1,,,
877,f,712066,3873005,4,,,
878,e,15335,3873009,4,,,
879,e,134031,3873028,4,,,
880,c,3104,3873036,4,,,
881,c,101497,3873089,4,,,
882,a,465475,3873093,4,,,
883,b,31555,3873097,4,,,
884,c,79934,3873101,4,,,
885,d,2801,3873106,4,,,
886,b,164215,3890306,4,,,
887,a,181577,3890310,4,,,
888,c,2504794,3890313,4,,,
889,c,1289325,3890317,4,,,
890,b,1841466,3890323,4,,,
891,a,89361,3890327,4,,,
892,a,1419005,3890331,4,,,
893,f,29785,3890336,4,,,
894,e,10900,3890341,4,,,
895,b,977400,3916158,4,,,
896,d,881058,3916165,4,,,
897,b,300821,3916170,4,,,
898,b,282256,3916185,4,,,
899,c,966661,3916188,4,,,
900,b,4691472,3916193,4,,,
901,f,160535,4047477,8,,,
902,b,22829,4098906,1,,,
903,d,85178,4131053,8,,,
904,f,12146773,4216605,8,,,
905,c,7177,4217249,8,,,
906,c,80716,4301307,8,,,
907,f,35062335,4343650,4,,,
908,e,632080,4343676,4,,,
909,d,8167,4343680,4,,,
910,a,244550,4348460,4,,,
911,a,70811,4348474,4,,,
912,b,2887,4349687,8,,,
913,d,118596,4387854,4,,,
914,c,84161,4387864,4,,,
915,b,10841532,4390097,4,,,
916,e,38666,4390118,4,,,
917,b,49328,4442540,4,,,
918,b,63160,4442544,4,,,
919,b,788084,4442549,4,,,
920,e,446808,4442557,4,,,
921,b,736535,4442561,4,,,
922,f,1564262,4442565,4,,,
923,b,18908534,4442568,4,,,
924,d,2660596,4442572,4,,,
925,c,559298,4443293,4,,,
926,e,1742891,4443298,4,,,
927,d,9423,4491980,4,,,
928,e,4771,4491981,4,,,
929,f,3193847,4491989,4,,,
930,d,2406234,4491994,4,,,
931,f,8673,4491995,4,,,
932,d,142856,4492004,4,,,
933,f,184848,4492011,4,,,
934,b,4422244,4492019,4,,,
935,a,69055,4492021,4,,,
936,e,214626,4496481,4,,,
937,c,1430072,4496485,4,,,
938,f,322364,4496489,4,,,
939,a,2433177,4496493,4,,,
940,e,383946,4496497,4,,,
941,e,555009,4496501,4,,,
942,b,2705007,4496505,4,,,
943,a,65592,4496509,4,,,
944,e,40591,4496513,4,,,
945,e,1774267,4496519,4,,,
946,a,11537681,4496524,4,,,
947,f,1035686,4496532,4,,,
948,f,2173092,4497410,4,,,
949,e,24577,4524584,4,,,
950,e,8172,4524588,4,,,
951,e,8672,4524591,4,,,
952,d,2406736,4524606,4,,,
953,f,703883,4524620,4,,,
954,f,6909,4524626,4,,,
955,e,2405733,4738023,4,,,
956,c,41490,4760845,4,,,
957,c,233667,4760855,4,,,
958,c,5238208,4760861,4,,,
959,e,11073,4760871,4,,,
960,e,46371,4760876,4,,,
961,a,358454,4760908,4,,,
962,e,19885,4869521,4,,,
963,b,4206838,4869525,4,,,
964,a,2137873,4869530,4,,,
965,e,262675,4869535,4,,,
966,a,56443,4869540,4,,,
967,e,9518159,4869543,4,,,
968,d,12958005,4869549,4,,,
969,a,60363,4869959,4,,,
970,a,125696,4869963,4,,,
971,d,3766224,4869966,4,,,
972,e,1920384,4869970,4,,,
973,d,19106,4869973,4,,,
974,c,205178,4869978,4,,,
975,b,326250,4869981,4,,,
976,b,1627256,4869985,4,,,
977,e,34896,4869989,4,,,
978,c,178129,4869992,4,,,
979,c,710406,4869996,4,,,
980,a,240984,4871823,4,,,
981,d,11613,4871827,4,,,
982,a,13911,4925426,4,,,
983,b,1166412,4925447,4,,,
984,b,1198568,4925477,4,,,
985,d,1692516,5020124,4,,,
986,d,947795,5212828,4,,,
987,d,703834,5212903,4,,,
988,f,164651,5212918,4,,,
989,c,472404,5212922,4,,,
990,f,23494,5451075,4,,,
991,d,438496,5560622,2,,,
992,f,50462,5560635,2,,,
993,c,123027,5560636,2,,,
994,b,580610,5560640,2,,,
995,b,22043,5560655,2,,,
996,c,2409,5560659,2,,,
997,d,4138874,5564794,4,,,
998,d,12381189,5564802,4,,,
999,b,405948,5564813,4,,,
1000,d,2813917,5564814,4,,,
1001,e,2931454,5564815,4,,,
1002,f,35814896,5564816,4,,,
1003,d,4053883,5564821,4,,,
1004,d,16834616,5564821,4,,,
1005,a,33638540,5564833,4,,,
1006,b,83548,5564836,4,,,
1007,e,2121725,5564838,4,,,
1008,b,23755884,5564840,4,,,
1009,b,6693205,5640885,4,,,
1010,f,416516,5640886,4,,,
1011,d,81778,5640888,4,,,
1012,a,22890874,5640904,4,,,
1013,d,1224148,5640921,4,,,
1014,c,142838,5640943,4,,,
1015,a,142187,5640945,4,,,
1016,e,1250428,5641064,4,,,
1017,f,657842,5641071,4,,,
1018,f,3108069,5641074,4,,,
1019,f,1884055,5641080,4,,,
1020,e,1084851,5641096,4,,,
1021,c,18006426,5641113,4,,,
1022,f,76017,5641116,4,,,
1023,b,2332009,5654150,4,,,
1024,c,2111162,5654154,4,,,
1025,f,3447081,5654159,4,,,
1026,b,76758,5654163,4,,,
1027,d,3697559,5654167,4,,,
1028,f,703083,5654174,4,,,
1029,b,631168,5654178,4,,,
1030,d,9259228,5654182,4,,,
1031,f,3280732,6032585,1,,,
1032,e,3591741,6032613,1,,,
1033,f,27871187,6032619,1,,,
1034,c,108389,6032624,1,,,
1035,c,5119172,6032629,1,,,
1036,f,1192692,6032634,1,,,
1037,e,132127,6032640,1,,,
1038,b,35925899,6032653,1,,,
1039,b,130747,6032659,1,,,
1040,a,413041,6032665,1,,,
1041,f,2284164,6032670,1,,,
1042,e,4891184,6077631,4,,,
1043,b,24854177,6077643,4,,,
1044,a,7981,6243278,4,,,
1045,a,5071808,6243288,4,,,
1046,a,650535,6243298,4,,,
1047,c,8147740,6243319,4,,,
1048,a,50475,6243329,4,,,
1049,c,2169933,6243350,4,,,
1050,b,301954,6243360,4,,,
1051,b,1981814,6243370,4,,,
1052,a,2371301,6243393,4,,,
1053,c,61941,6243404,4,,,
1054,c,25634139,6243415,4,,,
1055,e,14822207,6243426,4,,,
1056,f,699077,6243436,4,,,
1057,e,1204963,6243446,4,,,
1058,d,17059150,6243469,4,,,
1059,b,317122,6243502,4,,,
1060,b,2778417,6243513,4,,,
1061,c,35354,6243525,4,,,
1062,a,1960459,6243535,4,,,
1063,e,625195,6243545,4,,,
1064,d,16341248,6243565,4,,,
1065,a,104821,6243576,4,,,
1066,d,7348318,6243588,4,,,
1067,e,18665,6243598,4,,,
1068,b,7136,6243609,4,,,
1069,a,9679,6243620,4,,,
1070,c,262209,6243632,4,,,
1071,f,1058706,6243644,4,,,
1072,a,86609,6243657,4,,,
1073,f,10123043,6243683,4,,,
1074,c,1240636,6243703,4,,,
1075,a,1183904,6243713,4,,,
1076,c,118450,6243723,4,,,
1077,a,49397,6243734,4,,,
1078,b,15937,6243744,4,,,
1079,c,24592,6243756,4,,,
1080,d,565285,6243767,4,,,
1081,d,43006,6243778,4,,,
1082,a,250716,6243789,4,,,
1083,e,677948,6243812,4,,,
1084,f,13925,6243823,4,,,
1085,a,2531966,6243835,4,,,
1086,b,459065,6243849,4,,,
1087,a,1192870,6243861,4,,,
1088,d,1360908,6243872,4,,,
1089,e,376808,6243883,4,,,
1090,d,2131038,6243906,4,,,
1091,e,23638,6243915,4,,,
1092,e,1918061,6243924,4,,,
1093,b,361364,6243936,4,,,
1094,a,822295,6243946,4,,,
1095,c,1884852,6243966,4,,,
1096,b,283841,6243986,4,,,
1097,c,75000,6243996,4,,,
1098,d,55211,6244006,4,,,
1099,e,78743,6244017,4,,,
1100,e,536546,6244027,4,,,
1101,e,412590,6244037,4,,,
1102,a,44169,6244057,4,,,
1103,d,3157323,6244067,4,,,
1104,f,31155250,6244077,4,,,
1105,a,2838100,6244087,4,,,
1106,d,2512024,6244096,4,,,
1107,d,1186769,6244107,4,,,
1108,f,2452794,6244118,4,,,
1109,d,1138521,6244129,4,,,
1110,d,368818,6244139,4,,,
1111,a,709094,6244148,4,,,
1112,d,1798089,6244159,4,,,
1113,d,260357,6244190,4,,,
1114,c,763035,6244210,4,,,
1115,e,24982527,6244220,4,,,
1116,e,875769,6244240,4,,,
1117,e,149856,6244249,4,,,
1118,f,1277651,6244268,4,,,
1119,e,251113,6244298,4,,,
1120,d,36210,6244319,4,,,
1121,b,313480,6244328,4,,,
1122,a,3034805,6244347,4,,,
1123,a,17162677,6244357,4,,,
1124,b,19241,6511338,2,,,
1125,a,632324,6511344,2,,,
1126,b,20193,6665528,4,,,
1127,f,16357315,6691429,4,,,
1128,b,815021,6691705,4,,,
1129,f,63587,6691730,4,,,
1130,f,8325806,6691785,4,,,
1131,e,287963,6691799,4,,,
1132,f,2389116,6691803,4,,,
1133,e,15003698,7184850,2,,,
1134,c,154045,7184871,2,,,
1135,e,48755,7184875,2,,,
1136,e,79323,7184879,2,,,
1137,b,2548996,7184883,2,,,
1138,a,1048737,7184887,2,,,
1139,c,8390770,7184896,2,,,
1140,e,2155307,7184900,2,,,
1141,d,384946,7350124,4,,,
1142,e,412240,7350492,8,,,
1143,d,4583,7350869,8,,,
1144,a,1146597,7350875,8,,,
1145,c,4828,7350880,8,,,
1146,b,41928,7350891,8,,,
1147,d,1410,7350898,8,,,
1148,c,33631,7350909,8,,,
1149,e,6235,7350914,8,,,
1150,c,28832,7350920,8,,,
1151,d,224067,7351003,8,,,
1152,d,1119,7351008,8,,,
1153,f,1891,7351013,8,,,
1154,f,473663,7351019,8,,,
1155,d,1571,7351023,8,,,
1156,f,1009,7351029,8,,,
1157,a,328278,7351034,8,,,
1158,a,1995,7351039,8,,,
1159,b,5112,7351045,8,,,
1160,b,225640,7351050,8,,,
1161,c,25637,7351055,8,,,
1162,b,516743,7351060,8,,,
1163,b,8683,7351065,8,,,
1164,e,4291,7351071,8,,,
1165,d,503875,7351076,8,,,
1166,f,29851,7351081,8,,,
1167,a,37338,7351086,8,,,
1168,e,7425,7351091,8,,,
1169,b,185505,7351095,8,,,
1170,d,188532,7351101,8,,,
1171,a,6029552,7363777,1,,,
1172,c,1544704,7363782,1,,,
1173,f,849621,7363786,1,,,
1174,d,3742083,7363790,1,,,
1175,d,1130006,7363816,1,,,
1176,b,33360,7363821,1,,,
1177,d,7580427,7363825,1,,,
1178,c,813049,7363838,1,,,
1179,f,2328157,7363938,1,,,
1180,c,236751,7363956,1,,,
